,title,main_speaker,website_link,event
2138,Shape-shifting tech will change work as we know it,Sean Follmer,"https://www.ted.com/talks/sean_follmer_shape_shifting_tech_will_change_work_as_we_know_it
",TEDxCERN
2139,How I'm discovering the secrets of ancient texts,Gregory Heyworth,"https://www.ted.com/talks/gregory_heyworth_how_i_m_discovering_the_secrets_of_ancient_texts
",TEDxUM
2140,The case for fish farming,Mike Velings,"https://www.ted.com/talks/mike_velings_the_case_for_fish_farming
",Mission Blue II
2141,The problem with race-based medicine,Dorothy Roberts,"https://www.ted.com/talks/dorothy_roberts_the_problem_with_race_based_medicine
",TEDMED 2015
2142,The brain may be able to repair itself -- with help,Jocelyne Bloch,"https://www.ted.com/talks/jocelyne_bloch_the_brain_may_be_able_to_repair_itself_with_help
",TEDGlobal>Geneva
2143,10 ways to have a better conversation,Celeste Headlee,"https://www.ted.com/talks/celeste_headlee_10_ways_to_have_a_better_conversation
",TEDxCreativeCoast
2144,My year of saying yes to everything,Shonda Rhimes,"https://www.ted.com/talks/shonda_rhimes_my_year_of_saying_yes_to_everything
",TED2016
2145,What the discovery of gravitational waves means,Allan Adams,"https://www.ted.com/talks/allan_adams_what_the_discovery_of_gravitational_waves_means
",TED2016
2146,Meet the dazzling flying machines of the future,Raffaello D'Andrea,"https://www.ted.com/talks/raffaello_d_andrea_meet_the_dazzling_flying_machines_of_the_future
",TED2016
2147,The case for optimism on climate change,Al Gore,"https://www.ted.com/talks/al_gore_the_case_for_optimism_on_climate_change
",TED2016
2148,What it's like to be Muslim in America,Dalia Mogahed,"https://www.ted.com/talks/dalia_mogahed_what_do_you_think_when_you_look_at_me
",TED2016
2149,How to make a profit while making a difference,Audrey Choi,"https://www.ted.com/talks/audrey_choi_how_to_make_a_profit_while_making_a_difference
",TED@StateStreet Boston
2150,Why your doctor should care about social justice,Mary Bassett,"https://www.ted.com/talks/mary_bassett_why_your_doctor_should_care_about_social_justice
",TEDMED 2015
2151,Why we need gender-neutral bathrooms,Ivan Coyote,"https://www.ted.com/talks/ivan_coyote_why_we_need_gender_neutral_bathrooms
",TEDxVancouver
2152,Dive into an ocean photographer's world,Thomas Peschak,"https://www.ted.com/talks/thomas_peschak_dive_into_an_ocean_photographer_s_world
",Mission Blue II
2153,How yarn bombing grew into a worldwide movement,Magda Sayeg,"https://www.ted.com/talks/magda_sayeg_how_yarn_bombing_grew_into_a_worldwide_movement
",TEDYouth 2015
2154,What really happens when you mix medications?,Russ Altman,"https://www.ted.com/talks/russ_altman_what_really_happens_when_you_mix_medications
",TEDMED 2015
2155,Our refugee system is failing. Here's how we can fix it,Alexander Betts,"https://www.ted.com/talks/alexander_betts_our_refugee_system_is_failing_here_s_how_we_can_fix_it
",TED2016
2156,Uber's plan to get more people into fewer cars,Travis Kalanick,"https://www.ted.com/talks/travis_kalanick_uber_s_plan_to_get_more_people_into_fewer_cars
",TED2016
2157,"Teach girls bravery, not perfection",Reshma Saujani,"https://www.ted.com/talks/reshma_saujani_teach_girls_bravery_not_perfection
",TED2016
2158,This computer will grow your food in the future,Caleb Harper,"https://www.ted.com/talks/caleb_harper_this_computer_will_grow_your_food_in_the_future
",TEDGlobal>Geneva
2159,The secrets I find on the mysterious ocean floor,Laura Robinson,"https://www.ted.com/talks/laura_robinson_the_secrets_i_find_on_the_mysterious_ocean_floor
",TEDxBrussels
2160,Simple hacks for life with Parkinson's,Mileha Soneji,"https://www.ted.com/talks/mileha_soneji_simple_hacks_for_life_with_parkinson_s
",TEDxDelft
2161,This country isn't just carbon neutral -- it's carbon negative,Tshering Tobgay,"https://www.ted.com/talks/tshering_tobgay_this_country_isn_t_just_carbon_neutral_it_s_carbon_negative
",TED2016
2162,The gospel of doubt,Casey Gerald,"https://www.ted.com/talks/casey_gerald_the_gospel_of_doubt
",TED2016
2163,How Airbnb designs for trust,Joe Gebbia,"https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust
",TED2016
2164,Inside the mind of a master procrastinator,Tim Urban,"https://www.ted.com/talks/tim_urban_inside_the_mind_of_a_master_procrastinator
",TED2016
2165,The reporting system that sexual assault survivors want,Jessica Ladd,"https://www.ted.com/talks/jessica_ladd_the_reporting_system_that_sexual_assault_survivors_want
",TED2016
2166,A conservative's plea: Let's work together,Arthur Brooks,"https://www.ted.com/talks/arthur_brooks_a_conservative_s_plea_let_s_work_together
",TED2016
2167,A glimpse of the future through an augmented reality headset,Meron Gribetz,"https://www.ted.com/talks/meron_gribetz_a_glimpse_of_the_future_through_an_augmented_reality_headset
",TED2016
2168,A prosecutor's vision for a better justice system,Adam Foss,"https://www.ted.com/talks/adam_foss_a_prosecutor_s_vision_for_a_better_justice_system
",TED2016
2169,How to get back to work after a career break,Carol Fishman Cohen,"https://www.ted.com/talks/carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break
",TEDxBeaconStreet
2170,You have no idea where camels really come from,Latif Nasser,"https://www.ted.com/talks/latif_nasser_you_have_no_idea_where_camels_really_come_from
",TED Talks Live
2171,How young Africans found a voice on Twitter,Siyanda Mohutsiwa,"https://www.ted.com/talks/siyanda_mohutsiwa_how_young_africans_found_a_voice_on_twitter
",TED2016
2172,A futuristic vision of the age of holograms,Alex Kipman,"https://www.ted.com/talks/alex_kipman_the_dawn_of_the_age_of_holograms
",TED2016
2173,The beauty of human skin in every color,Angélica Dass,"https://www.ted.com/talks/angelica_dass_the_beauty_of_human_skin_in_every_color
",TED2016
2174,Why gun violence can't be our new normal,Dan Gross,"https://www.ted.com/talks/dan_gross_why_gun_violence_can_t_be_our_new_normal
",TED2016
2175,How humans could evolve to survive in space,Lisa Nip,"https://www.ted.com/talks/lisa_nip_how_humans_could_evolve_to_survive_in_space
",TEDxBeaconStreet
2176,Two reasons companies fail -- and how to avoid them,Knut Haanaes,"https://www.ted.com/talks/knut_haanaes_two_reasons_companies_fail_and_how_to_avoid_them
",TED@BCG London
2177,The surprising habits of original thinkers,Adam Grant,"https://www.ted.com/talks/adam_grant_the_surprising_habits_of_original_thinkers
",TED2016
2178,How a start-up in the White House is changing business as usual,Haley Van Dyck,"https://www.ted.com/talks/haley_van_dyck_how_a_start_up_in_the_white_house_is_changing_business_as_usual
",TED2016
2179,How megacities are changing the map of the world,Parag Khanna,"https://www.ted.com/talks/parag_khanna_how_megacities_are_changing_the_map_of_the_world
",TED2016
2180,The magic ingredient that brings Pixar movies to life,Danielle Feinberg,"https://www.ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life
",TED Talks Live
2181,The most mysterious star in the universe,Tabetha Boyajian,"https://www.ted.com/talks/tabetha_boyajian_the_most_mysterious_star_in_the_universe
",TED2016
2182,The Panama Papers exposed a huge global problem. What's next?,Robert Palmer,"https://www.ted.com/talks/robert_palmer_the_panama_papers_exposed_a_huge_global_problem_what_s_next
",Global Witness HQ
2183,The mind behind Linux,Linus Torvalds,"https://www.ted.com/talks/linus_torvalds_the_mind_behind_linux
",TED2016
2184,What does it mean to be a citizen of the world?,Hugh Evans,"https://www.ted.com/talks/hugh_evans_what_does_it_mean_to_be_a_citizen_of_the_world
",TED2016
2185,Your kids might live on Mars. Here's how they'll survive,Stephen Petranek,"https://www.ted.com/talks/stephen_petranek_your_kids_might_live_on_mars_here_s_how_they_ll_survive
",TED2015
2186,A new superweapon in the fight against cancer,Paula Hammond,"https://www.ted.com/talks/paula_hammond_a_new_superweapon_in_the_fight_against_cancer
",TED Talks Live
2187,The unexpected benefit of celebrating failure,Astro Teller,"https://www.ted.com/talks/astro_teller_the_unexpected_benefit_of_celebrating_failure
",TED2016
2188,The nit-picking glory of The New Yorker's Comma Queen,Mary Norris,"https://www.ted.com/talks/mary_norris_the_nit_picking_glory_of_the_new_yorker_s_comma_queen
",TED2016
2189,The inside story of the Paris climate agreement,Christiana Figueres,"https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement
",TED2016
2190,TED's secret to great public speaking,Chris Anderson,"https://www.ted.com/talks/chris_anderson_teds_secret_to_great_public_speaking
",TED Studio
2191,Wisdom from great writers on every year of life,Joshua Prager,"https://www.ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life
",TEDActive 2015
2192,We can reprogram life. How to do it wisely,Juan Enriquez,"https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely
",TED Talks Live
2193,A taboo-free way to talk about periods,Aditi Gupta,"https://www.ted.com/talks/aditi_gupta_a_taboo_free_way_to_talk_about_periods
",TEDxGatewayWomen
2194,Hunting for dinosaurs showed me our place in the universe,Kenneth Lacovara,"https://www.ted.com/talks/kenneth_lacovara_hunting_for_dinosaurs_showed_me_our_place_in_the_universe
",TED2016
2195,A smart loan for people with no credit history (yet),Shivani Siroya,"https://www.ted.com/talks/shivani_siroya_a_smart_loan_for_people_with_no_credit_history_yet
",TED2016
2196,Insightful human portraits made from data,R. Luke DuBois,"https://www.ted.com/talks/r_luke_dubois_insightful_human_portraits_made_from_data
",TED2016
2197,Why I put myself in danger to tell the stories of Gaza,Ameera Harouda,"https://www.ted.com/talks/ameera_harouda_why_i_put_myself_in_danger_to_tell_the_stories_of_gaza
",TED2016
2198,A provocative way to finance the fight against climate change,Michael Metcalfe,"https://www.ted.com/talks/michael_metcalfe_a_provocative_way_to_finance_the_fight_against_climate_change
",TED@State Street Boston
2199,How to read the genome and build a human being,Riccardo Sabatini,"https://www.ted.com/talks/riccardo_sabatini_how_to_read_the_genome_and_build_a_human_being
",TED2016
2200,How my son's short life made a lasting difference,Sarah Gray,"https://www.ted.com/talks/sarah_gray_how_my_son_s_short_life_made_a_lasting_difference
",TEDMED 2015
2201,"Pirates, nurses and other rebel designers",Alice Rawsthorn,"https://www.ted.com/talks/alice_rawsthorn_pirates_nurses_and_other_rebel_designers
",TED2016
2202,The dream we haven't dared to dream,Dan Pallotta,"https://www.ted.com/talks/dan_pallotta_the_dream_we_haven_t_dared_to_dream
",TED2016
2203,A sci-fi vision of love from a 318-year-old hologram,Monica Byrne,"https://www.ted.com/talks/monica_byrne_a_sci_fi_vision_of_love_from_a_318_year_old_hologram
",TED2016
2204,This virtual lab will revolutionize science class,Michael Bodekaer,"https://www.ted.com/talks/michael_bodekaer_this_virtual_lab_will_revolutionize_science_class
",TEDxCERN
2205,Gene editing can now change an entire species -- forever,Jennifer Kahn,"https://www.ted.com/talks/jennifer_kahn_gene_editing_can_now_change_an_entire_species_forever
",TED2016
2206,This is your brain on communication,Uri Hasson,"https://www.ted.com/talks/uri_hasson_this_is_your_brain_on_communication
",TED2016
2207,An artist's unflinching look at racial violence,Sanford Biggers,"https://www.ted.com/talks/sanford_biggers_an_artist_s_unflinching_look_at_racial_violence
",TED2016
2208,This tiny particle could roam your body to find tumors,Sangeeta Bhatia,"https://www.ted.com/talks/sangeeta_bhatia_this_tiny_particle_could_roam_your_body_to_find_tumors
",TED Talks Live
2209,Can you really tell if a kid is lying?,Kang Lee,"https://www.ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying
",TED2016
2210,Good news in the fight against pancreatic cancer,Laura Indolfi,"https://www.ted.com/talks/laura_indolfi_good_news_in_the_fight_against_pancreatic_cancer
",TED2016
2211,Our lonely society makes it hard to come home from war,Sebastian Junger,"https://www.ted.com/talks/sebastian_junger_our_lonely_society_makes_it_hard_to_come_home_from_war
",TED Talks Live
2212,The laws that sex workers really want,Juno Mac,"https://www.ted.com/talks/juno_mac_the_laws_that_sex_workers_really_want
",TEDxEastEnd
2213,How free is our freedom of the press?,Trevor Timm,"https://www.ted.com/talks/trevor_timm_how_free_is_our_freedom_of_the_press
",TED2016
2214,The beauty of being a misfit,Lidia Yuknavitch,"https://www.ted.com/talks/lidia_yuknavitch_the_beauty_of_being_a_misfit
",TED2016
2215,Your words may predict your future mental health,Mariano Sigman,"https://www.ted.com/talks/mariano_sigman_your_words_may_predict_your_future_mental_health
",TED2016
2216,Drawings that show the beauty and fragility of Earth,Zaria Forman,"https://www.ted.com/talks/zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth
",TED Talks Live
2217,How barbershops can keep men healthy,Joseph Ravenell,"https://www.ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy
",TED2016
2218,My journey from Marine to actor,Adam Driver,"https://www.ted.com/talks/adam_driver_my_journey_from_marine_to_actor
",TED Talks Live
2219,"A smarter, more precise way to think about public health",Sue Desmond-Hellmann,"https://www.ted.com/talks/sue_desmond_hellmann_a_smarter_more_precise_way_to_think_about_public_health
",TED2016
2220,The real harm of the global arms trade,Samantha Nutt,"https://www.ted.com/talks/samantha_nutt_the_real_harm_of_the_global_arms_trade
",TED Talks Live
2221,An entertainment icon on living a life of meaning,Norman Lear,"https://www.ted.com/talks/norman_lear_an_entertainment_icon_on_living_a_life_of_meaning
",TED2016
2222,"The passing of time, caught in a single photo",Stephen Wilkes,"https://www.ted.com/talks/stephen_wilkes_the_passing_of_time_caught_in_a_single_photo
",TED2016
2223,What's so sexy about math?,Cédric Villani,"https://www.ted.com/talks/cedric_villani_what_s_so_sexy_about_math
",TED2016
2224,Every piece of art you've ever wanted to see -- up close and searchable,Amit Sood,"https://www.ted.com/talks/amit_sood_every_piece_of_art_you_ve_ever_wanted_to_see_up_close_and_searchable
",TED2016
2225,"The Chinese zodiac, explained",ShaoLan,"https://www.ted.com/talks/shaolan_the_chinese_zodiac_explained
",TED2016
2226,How college loans exploit students for profit,Sajay Samuel,"https://www.ted.com/talks/sajay_samuel_how_college_loans_exploit_students_for_profit
",TEDxPSU
2227,A highly scientific taxonomy of haters,Negin Farsad,"https://www.ted.com/talks/negin_farsad_a_highly_scientific_taxonomy_of_haters
",TED2016
2228,3 reasons why we can win the fight against poverty,Andrew Youn,"https://www.ted.com/talks/andrew_youn_3_reasons_why_we_can_win_the_fight_against_poverty
",TED2016
2229,The secret to effective nonviolent resistance,Jamila Raqib,"https://www.ted.com/talks/jamila_raqib_the_secret_to_effective_nonviolent_resistance
",TED Talks Live
2230,This scientist makes ears out of apples,Andrew Pelling,"https://www.ted.com/talks/andrew_pelling_this_scientist_makes_ears_out_of_apples
",TED2016
2231,The birth of virtual reality as an art form,Chris Milk,"https://www.ted.com/talks/chris_milk_the_birth_of_virtual_reality_as_an_art_form
",TED2016
2232,How better tech could protect us from distraction,Tristan Harris,"https://www.ted.com/talks/tristan_harris_how_better_tech_could_protect_us_from_distraction
",TEDxBrussels
2233,I survived a terrorist attack. Here's what I learned,Gill Hicks,"https://www.ted.com/talks/gill_hicks_i_survived_a_terrorist_attack_here_s_what_i_learned
",TEDxSydney
2234,Why genetic research must be more diverse,Keolu Fox,"https://www.ted.com/talks/keolu_fox_why_genetic_research_must_be_more_diverse
",TED2016
2235,How to fix a broken education system ... without any more money,Seema Bansal,"https://www.ted.com/talks/seema_bansal_how_to_fix_a_broken_education_system_without_any_more_money
",TED@BCG Paris
2236,"Who are you, really? The puzzle of personality",Brian Little,"https://www.ted.com/talks/brian_little_who_are_you_really_the_puzzle_of_personality
",TED2016
2237,What can we learn from shortcuts?,Tom Hulme,"https://www.ted.com/talks/tom_hulme_what_can_we_learn_from_shortcuts
",TED2016
2238,How a blind astronomer found a way to hear the stars,Wanda Diaz Merced,"https://www.ted.com/talks/wanda_diaz_merced_how_a_blind_astronomer_found_a_way_to_hear_the_stars
",TED2016
2239,How computers are learning to be creative,Blaise Agüera y Arcas,"https://www.ted.com/talks/blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative
",TED@BCG Paris
2240,Why you think you're right -- even if you're wrong,Julia Galef,"https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong
",TEDxPSU
2241,"Clues to prehistoric times, found in blind cavefish",Prosanta Chakrabarty,"https://www.ted.com/talks/prosanta_chakrabarty_clues_to_prehistoric_times_found_in_blind_cavefish
",TED2016
2242,"""Redemption Song""",John Legend,"https://www.ted.com/talks/john_legend_redemption_song
",TED2016
2243,How Syria's architecture laid the foundation for brutal war,Marwa Al-Sabouni,"https://www.ted.com/talks/marwa_al_sabouni_how_syria_s_architecture_laid_the_foundation_for_brutal_war
",TEDSummit
2244,Why Brexit happened -- and what to do next,Alexander Betts,"https://www.ted.com/talks/alexander_betts_why_brexit_happened_and_what_to_do_next
",TEDSummit
2245,"Why I keep speaking up, even when people mock my accent",Safwat Saleem,"https://www.ted.com/talks/safwat_saleem_why_i_keep_speaking_up_even_when_people_mock_my_accent
",TED2016
2246,"When we design for disability, we all benefit",Elise Roy,"https://www.ted.com/talks/elise_roy_when_we_design_for_disability_we_all_benefit
",TEDxMidAtlantic
2247,3 lessons on success from an Arab businesswoman,Leila Hoteit,"https://www.ted.com/talks/leila_hoteit_3_lessons_on_success_from_an_arab_businesswoman
",TED@BCG Paris
2248,What will be the next big scientific breakthrough?,Eric Haseltine,"https://www.ted.com/talks/eric_haseltine_what_will_be_the_next_big_scientific_breakthrough
",TED Talks Live
2249,Nature is everywhere -- we just need to learn to see it,Emma Marris,"https://www.ted.com/talks/emma_marris_nature_is_everywhere_we_just_need_to_learn_to_see_it
",TEDSummit
2250,How to grow a forest in your backyard,Shubhendu Sharma,"https://www.ted.com/talks/shubhendu_sharma_how_to_grow_a_forest_in_your_backyard
",TED@BCG Paris
2251,My love letter to cosplay,Adam Savage,"https://www.ted.com/talks/adam_savage_my_love_letter_to_cosplay
",TED2016
2252,A forgotten Space Age technology could change how we grow food,Lisa Dyson,"https://www.ted.com/talks/lisa_dyson_a_forgotten_space_age_technology_could_change_how_we_grow_food
",TED@BCG Paris
2253,"A project of peace, painted across 50 buildings",eL Seed,"https://www.ted.com/talks/el_seed_a_project_of_peace_painted_across_50_buildings
",TEDSummit
2254,How the Panama Papers journalists broke the biggest leak in history,Gerard Ryle,"https://www.ted.com/talks/gerard_ryle_how_the_panama_papers_journalists_broke_the_biggest_leak_in_history
",TEDSummit
2255,A new way to study the brain's invisible secrets,Ed Boyden,"https://www.ted.com/talks/ed_boyden_baby_diapers_inspired_this_new_way_to_study_the_brain
",TEDSummit
2256,How trees talk to each other,Suzanne Simard,"https://www.ted.com/talks/suzanne_simard_how_trees_talk_to_each_other
",TEDSummit
2257,The jobs we'll lose to machines -- and the ones we won't,Anthony Goldbloom,"https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t
",TED2016
2258,How to build a business that lasts 100 years,Martin Reeves,"https://www.ted.com/talks/martin_reeves_how_to_build_a_business_that_lasts_100_years
",TED@BCG Paris
2259,The taboo secret to better health,Molly Winter,"https://www.ted.com/talks/molly_winter_the_taboo_secret_to_healthier_plants_and_people
",TEDxBend
2260,How Africa can keep rising,Ngozi Okonjo-Iweala,"https://www.ted.com/talks/ngozi_okonjo_iweala_how_africa_can_keep_rising
",TEDSummit
2261,What a planet needs to sustain life,Dave Brain,"https://www.ted.com/talks/dave_brain_what_a_planet_needs_to_sustain_life
",TEDxBoulder
2262,A small country with big ideas to get rid of fossil fuels,Monica Araya,"https://www.ted.com/talks/monica_araya_a_small_country_with_big_ideas_to_get_rid_of_fossil_fuels
",TEDSummit
2263,3 moons and a planet that could have alien life,James Green,"https://www.ted.com/talks/james_green_3_moons_and_a_planet_that_could_have_alien_life
",TED Talks Live
2264,Hunting for Peru's lost civilizations -- with satellites,Sarah Parcak,"https://www.ted.com/talks/sarah_parcak_hunting_for_peru_s_lost_civilizations_with_satellites
",TEDSummit
2265,A letter to all who have lost in this era,Anand Giridharadas,"https://www.ted.com/talks/anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era
",TEDSummit
2266,How Argentina's blind soccer team became champions,Gonzalo Vilariño,"https://www.ted.com/talks/gonzalo_vilarino_how_argentina_s_blind_soccer_team_became_champions
",TEDxRiodelaPlata
2267,The next manufacturing revolution is here,Olivier Scalabre,"https://www.ted.com/talks/olivier_scalabre_the_next_manufacturing_revolution_is_here
",TED@BCG Paris
2268,What we can do to die well,Timothy Ihrig,"https://www.ted.com/talks/timothy_ihrig_what_we_can_do_to_die_well
",TEDxDesMoines
2269,The deadly legacy of cluster bombs,Laura Boushnak,"https://www.ted.com/talks/laura_boushnak_the_deadly_legacy_of_cluster_bombs
",TEDSummit
2270,How the blockchain is changing money and business,Don Tapscott,"https://www.ted.com/talks/don_tapscott_how_the_blockchain_is_changing_money_and_business
",TEDSummit
2271,The spellbinding art of human anatomy,Vanessa Ruiz,"https://www.ted.com/talks/vanessa_ruiz_the_spellbinding_art_of_human_anatomy
",TEDMED 2015
2272,How women wage conflict without violence,Julia Bacha,"https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence
",TEDSummit
2273,Bring on the female superheroes!,Christopher Bell,"https://www.ted.com/talks/christopher_bell_bring_on_the_female_superheroes
",TEDxColoradoSprings
2274,Why you should talk to strangers,Kio Stark,"https://www.ted.com/talks/kio_stark_why_you_should_talk_to_strangers
",TED2016
2275,The risky politics of progress,Jonathan Tepperman,"https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
",TEDSummit
2276,The agony of trying to unsubscribe,James Veitch,"https://www.ted.com/talks/james_veitch_the_agony_of_trying_to_unsubscribe
",TEDSummit
2277,Let's teach for mastery -- not test scores,Sal Khan,"https://www.ted.com/talks/sal_khan_let_s_teach_for_mastery_not_test_scores
",TED Talks Live
2278,The new American Dream,Courtney E. Martin,"https://www.ted.com/talks/courtney_martin_the_new_american_dream
",TED2016
2279,Why helmets don't prevent concussions -- and what might,David Camarillo,"https://www.ted.com/talks/david_camarillo_why_helmets_don_t_prevent_concussions_and_what_might
",TEDxStanford
2280,A new way to heal hearts without surgery,Franz Freudenthal,"https://www.ted.com/talks/franz_freudenthal_a_new_way_to_heal_hearts_without_surgery
",TED2016
2281,The future of money,Neha Narula,"https://www.ted.com/talks/neha_narula_the_future_of_money
",TED@BCG Paris
2282,How to raise successful kids -- without over-parenting,Julie Lythcott-Haims,"https://www.ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting
",TED Talks Live
2283,How fear of nuclear power is hurting the environment,Michael Shellenberger,"https://www.ted.com/talks/michael_shellenberger_how_fear_of_nuclear_power_is_hurting_the_environment
",TEDSummit
2284,Architecture that's built to heal,Michael Murphy,"https://www.ted.com/talks/michael_murphy_architecture_that_s_built_to_heal
",TED2016
2285,Why some people are more altruistic than others,Abigail Marsh,"https://www.ted.com/talks/abigail_marsh_why_some_people_are_more_altruistic_than_others
",TEDSummit
2286,There's no such thing as not voting,Eric Liu,"https://www.ted.com/talks/eric_liu_there_s_no_such_thing_as_not_voting
",TEDNYC
2287,Why you should know how much your coworkers get paid,David Burkus,"https://www.ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid
",TEDxUniversityofNevada
2288,Why open a school? To close a prison,Nadia Lopez,"https://www.ted.com/talks/nadia_lopez_why_open_a_school_to_close_a_prison
",TED Talks Live
2289,The era of personal DNA testing is here,Sebastian Kraves,"https://www.ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here
",TED@BCG Paris
2290,We can fight terror without sacrificing our rights,Rebecca MacKinnon,"https://www.ted.com/talks/rebecca_mackinnon_we_can_fight_terror_without_sacrificing_our_rights
",TEDSummit
2291,America's forgotten working class,J.D. Vance,"https://www.ted.com/talks/j_d_vance_america_s_forgotten_working_class
",TEDNYC
2292,A visual history of social dance in 25 moves,Camille A. Brown,"https://www.ted.com/talks/camille_a_brown_a_visual_history_of_social_dance_in_25_moves
",TED Studio
2293,How we're harnessing nature's hidden superpowers,Oded Shoseyov,"https://www.ted.com/talks/oded_shoseyov_how_we_re_harnessing_nature_s_hidden_superpowers
",TED@BCG Paris
2294,Can we build AI without losing control over it?,Sam Harris,"https://www.ted.com/talks/sam_harris_can_we_build_ai_without_losing_control_over_it
",TEDSummit
2295,Technology hasn't changed love. Here's why,Helen Fisher,"https://www.ted.com/talks/helen_fisher_technology_hasn_t_changed_love_here_s_why
",TEDSummit
2296,What you need to know about CRISPR,Ellen Jorgensen,"https://www.ted.com/talks/ellen_jorgensen_what_you_need_to_know_about_crispr
",TEDSummit
2297,Immigrant voices make democracy stronger,Sayu Bhojwani,"https://www.ted.com/talks/sayu_bhojwani_how_immigrant_voices_make_democracy_stronger
",TEDNYC
2298,We can start winning the war against cancer,Adam de la Zerda,"https://www.ted.com/talks/adam_de_la_zerda_how_we_can_start_winning_the_war_against_cancer
",TEDxStanford
2299,What reality are you creating for yourself?,Isaac Lidsky,"https://www.ted.com/talks/isaac_lidsky_what_reality_are_you_creating_for_yourself
",TEDSummit
2300,Ideas worth dating,Rainn Wilson,"https://www.ted.com/talks/rainn_wilson_ideas_worth_dating
",TED Studio
2301,4 reasons to learn a new language,John McWhorter,"https://www.ted.com/talks/john_mcwhorter_4_reasons_to_learn_a_new_language
",TED2016
2302,How we talk about sexual assault online,Ione Wells,"https://www.ted.com/talks/ione_wells_how_we_talk_about_sexual_assault_online
",TEDSummit
2303,The beauty of what we'll never know,Pico Iyer,"https://www.ted.com/talks/pico_iyer_the_beauty_of_what_we_ll_never_know
",TEDSummit
2304,Art can heal PTSD's invisible wounds,Melissa Walker,"https://www.ted.com/talks/melissa_walker_art_can_heal_ptsd_s_invisible_wounds
",TEDMED 2015
2305,5 ways to lead in an era of constant change,Jim Hemerling,"https://www.ted.com/talks/jim_hemerling_5_ways_to_lead_in_an_era_of_constant_change
",TED@BCG Paris
2306,Ballroom dance that breaks gender roles,Trevor Copp and Jeff Fox,"https://www.ted.com/talks/trevor_copp_jeff_fox_ballroom_dance_that_breaks_gender_roles
",TEDxMontreal
2307,We've stopped trusting institutions and started trusting strangers,Rachel Botsman,"https://www.ted.com/talks/rachel_botsman_we_ve_stopped_trusting_institutions_and_started_trusting_strangers
",TEDSummit
2308,A temporary tattoo that brings hospital care to the home,Todd Coleman,"https://www.ted.com/talks/todd_coleman_a_temporary_tattoo_that_brings_hospital_care_to_the_home
",TEDMED 2015
2309,Machine intelligence makes human morals more important,Zeynep Tufekci,"https://www.ted.com/talks/zeynep_tufekci_machine_intelligence_makes_human_morals_more_important
",TEDSummit
2310,Inside the mind of a former radical jihadist,Manwar Ali,"https://www.ted.com/talks/manwar_ali_inside_the_mind_of_a_former_radical_jihadist
",TEDxExeter
2311,The unexpected challenges of a country's first election,Philippa Neave,"https://www.ted.com/talks/philippa_neave_the_unexpected_challenges_of_a_country_s_first_election
",TEDNYC
2312,What a driverless world could look like,Wanis Kabbaj,"https://www.ted.com/talks/wanis_kabbaj_what_a_driverless_world_could_look_like
",TED@UPS
2313,How the US should use its superpower status,Ian Bremmer,"https://www.ted.com/talks/ian_bremmer_how_the_us_should_use_its_superpower_status
",TEDxNewYork
2314,How loss helped one artist find beauty in imperfection,Alyssa Monks,"https://www.ted.com/talks/alyssa_monks_how_loss_helped_one_artist_find_beauty_in_imperfection
",TEDxIndianaUniversity
2315,Everything you hear on film is a lie,Tasos Frantzolas,"https://www.ted.com/talks/tasos_frantzolas_everything_you_hear_on_film_is_a_lie
",TEDxAthens
2316,"""St. James Infirmary Blues""",Silk Road Ensemble + Rhiannon Giddens,"https://www.ted.com/talks/silk_road_ensemble_rhiannon_giddens_st_james_infirmary_blues
",TED2016
2317,Enough with the fear of fat,Kelli Jean Drinkwater,"https://www.ted.com/talks/kelli_jean_drinkwater_enough_with_the_fear_of_fat
",TEDxSydney
2318,Your smartphone is a civil rights issue,Christopher Soghoian,"https://www.ted.com/talks/christopher_soghoian_your_smartphone_is_a_civil_rights_issue
",TEDSummit
2319,How America's public schools keep kids in poverty,Kandice Sumner,"https://www.ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty
",TEDxBeaconStreet
