,title,main_speaker,website_link,event
929,Distant time and the hint of a multiverse,Sean Carroll,"https://www.ted.com/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse
",TEDxCaltech
930,The hidden beauty of pollination,Louie Schwartzberg,"https://www.ted.com/talks/louie_schwartzberg_the_hidden_beauty_of_pollination
",TED2011
931,Animal tales from icy wonderlands,Paul Nicklen,"https://www.ted.com/talks/paul_nicklen_tales_of_ice_bound_wonderlands
",TED2011
932,"Silk, the ancient material of the future",Fiorenzo Omenetto,"https://www.ted.com/talks/fiorenzo_omenetto_silk_the_ancient_material_of_the_future
",TED2011
933,The hidden power of smiling,Ron Gutman,"https://www.ted.com/talks/ron_gutman_the_hidden_power_of_smiling
",TED2011
934,Building a museum of museums on the web,Amit Sood,"https://www.ted.com/talks/amit_sood_building_a_museum_of_museums_on_the_web
",TED2011
935,My friend Richard Feynman,Leonard Susskind,"https://www.ted.com/talks/leonard_susskind_my_friend_richard_feynman
",TEDxCaltech
936,A light switch for neurons,Ed Boyden,"https://www.ted.com/talks/ed_boyden
",TED2011
937,Building the Seed Cathedral,Thomas Heatherwick,"https://www.ted.com/talks/thomas_heatherwick
",TED2011
938,The mystery of chronic pain,Elliot Krane,"https://www.ted.com/talks/elliot_krane_the_mystery_of_chronic_pain
",TED2011
939,"The weird, wonderful world of bioluminescence",Edith Widder,"https://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence
",TED2011
940,How to tie your shoes,Terry Moore,"https://www.ted.com/talks/terry_moore_how_to_tie_your_shoes
",TED2005
941,Gotta share!,Improv Everywhere,"https://www.ted.com/talks/gel_gotta_share
",Gel Conference
942,Visualizing ourselves ... with crowd-sourced data,Aaron Koblin,"https://www.ted.com/talks/aaron_koblin
",TED2011
943,How we'll stop polio for good,Bruce Aylward,"https://www.ted.com/talks/bruce_aylward_how_we_ll_stop_polio
",TED2011
944,Art in exile,Shirin Neshat,"https://www.ted.com/talks/shirin_neshat_art_in_exile
",TEDWomen 2010
945,Faith versus tradition in Islam,Mustafa Akyol,"https://www.ted.com/talks/mustafa_akyol_faith_versus_tradition_in_islam
",TEDxWarwick
946,"On violin and cello, ""Passacaglia""",Robert Gupta + Joshua Roman,"https://www.ted.com/talks/robert_gupta_and_joshua_roman_duet_on_passacaglia
",TED2011
947,Authentic creativity vs. karaoke culture,Malcolm McLaren,"https://www.ted.com/talks/malcolm_mclaren_authentic_creativity_vs_karaoke_culture
",Handheld Learning
948,Making a car for blind drivers,Dennis Hong,"https://www.ted.com/talks/dennis_hong_making_a_car_for_blind_drivers
",TED2011
949,7 rules for making more happiness,Stefan Sagmeister,"https://www.ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness
",TED@Cannes
950,Making sense of a visible quantum object,Aaron O'Connell,"https://www.ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object
",TED2011
951,Wearing nothing new,Jessi Arrington,"https://www.ted.com/talks/jessi_arrington_wearing_nothing_new
",TEDActive 2011
952,"We need a ""moral operating system""",Damon Horowitz,"https://www.ted.com/talks/damon_horowitz
",TEDxSiliconValley
953,Building a dinosaur from a chicken,Jack Horner,"https://www.ted.com/talks/jack_horner_building_a_dinosaur_from_a_chicken
",TED2011
954,Taking imagination seriously,Janet Echelman,"https://www.ted.com/talks/janet_echelman
",TED2011
955,The world's first charter city?,Paul Romer,"https://www.ted.com/talks/paul_romer_the_world_s_first_charter_city
",TED2011
956,Is anatomy destiny?,Alice Dreger,"https://www.ted.com/talks/alice_dreger_is_anatomy_destiny
",TEDxNorthwesternU
957,Break the silence for suicide attempt survivors,JD Schramm,"https://www.ted.com/talks/jd_schramm
",TEDActive 2011
958,Medicine's future? There's an app for that,Daniel Kraft,"https://www.ted.com/talks/daniel_kraft_medicine_s_future
",TEDxMaastricht
959,How I became 100 artists,Shea Hembrey,"https://www.ted.com/talks/shea_hembrey_how_i_became_100_artists
",TED2011
960,"A manifesto for play, for Bulgaria and beyond",Steve Keil,"https://www.ted.com/talks/steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond
",TEDxBG
961,Haunting photos of polar ice,Camille Seaman,"https://www.ted.com/talks/camille_seaman_haunting_photos_of_ice
",TED2011
962,This is beatjazz,Onyx Ashanti,"https://www.ted.com/talks/onyx_ashanti_this_is_beatjazz
",Full Spectrum Auditions
963,A cello with many voices,Maya Beiser,"https://www.ted.com/talks/maya_beiser_s_and_her_cello_s
",TED2011
964,A future beyond traffic gridlock,Bill Ford,"https://www.ted.com/talks/bill_ford_a_future_beyond_traffic_gridlock
",TED2011
965,Different ways of knowing,Daniel Tammet,"https://www.ted.com/talks/daniel_tammet_different_ways_of_knowing
",TED2011
966,A circle of caring,Jok Church,"https://www.ted.com/talks/jok_church_a_circle_of_caring
",TED2007
967,A history of the universe in sound,Honor Harger,"https://www.ted.com/talks/honor_harger_a_history_of_the_universe_in_sound
",TEDSalon London Spring 2011
968,On being just crazy enough,Joshua Walters,"https://www.ted.com/talks/joshua_walters_on_being_just_crazy_enough
",Full Spectrum Auditions
969,A civil response to violence,Emiliano Salinas,"https://www.ted.com/talks/emiliano_salinas_a_civil_response_to_violence
",TEDxSanMigueldeAllende
970,A Rosetta Stone for a lost language,Rajesh Rao,"https://www.ted.com/talks/rajesh_rao_computing_a_rosetta_stone_for_the_indus_script
",TED2011
971,Meet e-Patient Dave,Dave deBronkart,"https://www.ted.com/talks/dave_debronkart_meet_e_patient_dave
",TEDxMaastricht
972,Building a park in the sky,Robert Hammond,"https://www.ted.com/talks/robert_hammond_building_a_park_in_the_sky
",TED2011
973,Try something new for 30 days,Matt Cutts,"https://www.ted.com/talks/matt_cutts_try_something_new_for_30_days
",TED2011
974,Cooking as never seen before,Nathan Myhrvold,"https://www.ted.com/talks/nathan_myhrvold_cut_your_food_in_half
",TED2011
975,The beautiful tricks of flowers,Jonathan Drori,"https://www.ted.com/talks/jonathan_drori_the_beautiful_tricks_of_flowers
",TEDSalon London Spring 2011
976,Don't take consciousness for granted,Simon Lewis,"https://www.ted.com/talks/simon_lewis_don_t_take_consciousness_for_granted
",INK Conference
977,Caring for engineered tissue,Nina Tandon,"https://www.ted.com/talks/nina_tandon_caring_for_cells
",TED2011
978,Let's take back the Internet!,Rebecca MacKinnon,"https://www.ted.com/talks/rebecca_mackinnon_let_s_take_back_the_internet
",TEDGlobal 2011
979,A global culture to fight extremism,Maajid Nawaz,"https://www.ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism
",TEDGlobal 2011
980,"Trial, error and the God complex",Tim Harford,"https://www.ted.com/talks/tim_harford
",TEDGlobal 2011
981,See Yemen through my eyes,Nadia Al-Sakkaf,"https://www.ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes
",TEDGlobal 2011
982,"Fighting viruses, defending the net",Mikko Hypponen,"https://www.ted.com/talks/mikko_hypponen_fighting_viruses_defending_the_net
",TEDGlobal 2011
983,"Embracing otherness, embracing myself",Thandie Newton,"https://www.ted.com/talks/thandie_newton_embracing_otherness_embracing_myself
",TEDGlobal 2011
984,How algorithms shape our world,Kevin Slavin,"https://www.ted.com/talks/kevin_slavin_how_algorithms_shape_our_world
",TEDGlobal 2011
985,A robot that flies like a bird,Markus Fischer,"https://www.ted.com/talks/a_robot_that_flies_like_a_bird
",TEDGlobal 2011
986,Time to end the war in Afghanistan,Rory Stewart,"https://www.ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan
",TEDGlobal 2011
987,The surprising math of cities and corporations,Geoffrey West,"https://www.ted.com/talks/geoffrey_west_the_surprising_math_of_cities_and_corporations
",TEDGlobal 2011
988,The origins of pleasure,Paul Bloom,"https://www.ted.com/talks/paul_bloom_the_origins_of_pleasure
",TEDGlobal 2011
989,Ending hunger now,Josette Sheeran,"https://www.ted.com/talks/josette_sheeran_ending_hunger_now
",TEDGlobal 2011
990,5 ways to listen better,Julian Treasure,"https://www.ted.com/talks/julian_treasure_5_ways_to_listen_better
",TEDGlobal 2011
991,After your final status update,Adam Ostrow,"https://www.ted.com/talks/adam_ostrow_after_your_final_status_update
",TEDGlobal 2011
992,Wireless data from every light bulb,Harald Haas,"https://www.ted.com/talks/harald_haas_wireless_data_from_every_light_bulb
",TEDGlobal 2011
993,How language transformed humanity,Mark Pagel,"https://www.ted.com/talks/mark_pagel_how_language_transformed_humanity
",TEDGlobal 2011
994,Are we filtering the wrong microbes?,Jessica Green,"https://www.ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes
",TEDGlobal 2011
995,The demise of guys?,Philip Zimbardo,"https://www.ted.com/talks/zimchallenge
",TED2011
996,"Suddenly, my body",Eve Ensler,"https://www.ted.com/talks/eve_ensler
",TEDWomen 2010
997,The shareable future of cities,Alex Steffen,"https://www.ted.com/talks/alex_steffen
",TEDGlobal 2011
998,The great penguin rescue,Dyan deNapoli,"https://www.ted.com/talks/dyan_denapoli_the_great_penguin_rescue
",TEDxBoston 2011
999,One day of peace,Jeremy Gilley,"https://www.ted.com/talks/jeremy_gilley_one_day_of_peace
",TEDGlobal 2011
1000,Finding planets around other stars,Lucianne Walkowicz,"https://www.ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars
",TEDGlobal 2011
1001,The magic of truth and lies (and iPods),Marco Tempest,"https://www.ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_on_ipods
",TEDGlobal 2011
1002,Beware conflicts of interest,Dan Ariely,"https://www.ted.com/talks/dan_ariely_beware_conflicts_of_interest
",TED2011
1003,DNA clues to our inner neanderthal,Svante Pääbo,"https://www.ted.com/talks/svante_paeaebo_dna_clues_to_our_inner_neanderthal
",TEDGlobal 2011
1004,Pay attention to nonviolence,Julia Bacha,"https://www.ted.com/talks/julia_bacha
",TEDGlobal 2011
1005,Can we make things that make themselves?,Skylar Tibbits,"https://www.ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves
",TED2011
1006,Compassion and the true meaning of empathy,Joan Halifax,"https://www.ted.com/talks/joan_halifax
",TEDWomen 2010
1007,Unintended consequences,Edward Tenner,"https://www.ted.com/talks/edward_tenner_unintended_consequences
",TED2011
1008,My father the forger,Sarah Kaminsky,"https://www.ted.com/talks/sarah_kaminsky
",TEDxParis 2010
1009,Making matter come alive,Lee Cronin,"https://www.ted.com/talks/lee_cronin_making_matter_come_alive
",TEDGlobal 2011
1010,Shake up your story,Raghava KK,"https://www.ted.com/talks/raghava_kk_shake_up_your_story
",TEDGlobal 2011
1011,Does democracy stifle economic growth?,Yasheng Huang,"https://www.ted.com/talks/yasheng_huang
",TEDGlobal 2011
1012,Hire the hackers!,Misha Glenny,"https://www.ted.com/talks/misha_glenny_hire_the_hackers
",TEDGlobal 2011
1013,The art of wearable communication,Kate Hartman,"https://www.ted.com/talks/kate_hartman_the_art_of_wearable_communication
",TED2011
1014,Welcome to the genomic revolution,Richard Resnick,"https://www.ted.com/talks/richard_resnick_welcome_to_the_genomic_revolution
",TEDxBoston 2011
1015,The conscience of television,Lauren Zalaznick,"https://www.ted.com/talks/lauren_zalaznick
",TEDWomen 2010
1016,The Generosity Experiment,Sasha Dichter,"https://www.ted.com/talks/sasha_dichter
",NextGen:Charity
1017,The 6 killer apps of prosperity,Niall Ferguson,"https://www.ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity
",TEDGlobal 2011
1018,What we learned from 5 million books,Jean-Baptiste Michel + Erez Lieberman Aiden,"https://www.ted.com/talks/what_we_learned_from_5_million_books
",TEDxBoston 2011
1019,Selling condoms in the Congo,Amy Lockwood,"https://www.ted.com/talks/amy_lockwood_selling_condoms_in_the_congo
",TEDGlobal 2011
1020,Fighting a contagious cancer,Elizabeth Murchison,"https://www.ted.com/talks/elizabeth_murchison
",TEDGlobal 2011
1021,"Doodlers, unite!",Sunni Brown,"https://www.ted.com/talks/sunni_brown
",TED2011
1022,A doctor's touch,Abraham Verghese,"https://www.ted.com/talks/abraham_verghese_a_doctor_s_touch
",TEDGlobal 2011
1023,A short intro to the Studio School,Geoff Mulgan,"https://www.ted.com/talks/geoff_mulgan_a_short_intro_to_the_studio_school
",TEDGlobal 2011
1024,Filming democracy in Ghana,Jarreth Merz,"https://www.ted.com/talks/jarreth_merz_filming_democracy_in_ghana
",TEDGlobal 2011
1025,Battling bad science,Ben Goldacre,"https://www.ted.com/talks/ben_goldacre_battling_bad_science
",TEDGlobal 2011
1026,A flirtatious aria,Danielle de Niese,"https://www.ted.com/talks/danielle_de_niese_a_flirtatious_aria
",TEDGlobal 2011
1027,The generation that's remaking China,Yang Lan,"https://www.ted.com/talks/yang_lan
",TEDGlobal 2011
1028,Finding life we can't imagine,Christoph Adami,"https://www.ted.com/talks/christophe_adami_finding_life_we_can_t_imagine
",TEDxUIUC
1029,"Less stuff, more happiness",Graham Hill,"https://www.ted.com/talks/graham_hill_less_stuff_more_happiness
",TED2011
1030,How to live before you die,Steve Jobs,"https://www.ted.com/talks/steve_jobs_how_to_live_before_you_die
",Stanford University
1031,We can recycle plastic,Mike Biddle,"https://www.ted.com/talks/mike_biddle
",TEDGlobal 2011
1032,Trusting the ensemble,Charles Hazlewood,"https://www.ted.com/talks/charles_hazlewood
",TEDGlobal 2011
1033,What do babies think?,Alison Gopnik,"https://www.ted.com/talks/alison_gopnik_what_do_babies_think
",TEDGlobal 2011
1034,How beauty feels,Richard Seymour,"https://www.ted.com/talks/richard_seymour_how_beauty_feels
",TEDSalon London Spring 2011
1035,The day I turned down Tim Berners-Lee,Ian Ritchie,"https://www.ted.com/talks/ian_ritchie_the_day_i_turned_down_tim_berners_lee
",TEDGlobal 2011
1036,How to spot a liar,Pamela Meyer,"https://www.ted.com/talks/pamela_meyer_how_to_spot_a_liar
",TEDGlobal 2011
1037,My mushroom burial suit,Jae Rhim Lee,"https://www.ted.com/talks/jae_rhim_lee
",TEDGlobal 2011
1038,Learning from a barefoot movement,Bunker Roy,"https://www.ted.com/talks/bunker_roy
",TEDGlobal 2011
1039,Freeing energy from the grid,Justin Hall-Tipping,"https://www.ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid
",TEDGlobal 2011
1040,How cyberattacks threaten real-world peace,Guy-Philippe Goldstein,"https://www.ted.com/talks/guy_philippe_goldstein_how_cyberattacks_threaten_real_world_peace
",TEDxParis 2010
1041,"A prosthetic arm that ""feels""",Todd Kuiken,"https://www.ted.com/talks/todd_kuiken_a_prosthetic_arm_that_feels
",TEDGlobal 2011
1042,Art made of storms,Nathalie Miebach,"https://www.ted.com/talks/nathalie_miebach
",TEDGlobal 2011
1043,How economic inequality harms societies,Richard Wilkinson,"https://www.ted.com/talks/richard_wilkinson
",TEDGlobal 2011
1044,The divided brain,Iain McGilchrist,"https://www.ted.com/talks/iain_mcgilchrist_the_divided_brain
",RSA Animate
1045,The strange tale of the Norden bombsight,Malcolm Gladwell,"https://www.ted.com/talks/malcolm_gladwell
",TEDGlobal 2011
1046,Open-source cancer research,Jay Bradner,"https://www.ted.com/talks/jay_bradner_open_source_cancer_research
",TEDxBoston 2011
1047,Stories cut from paper,Béatrice Coron,"https://www.ted.com/talks/beatrice_coron_stories_cut_from_paper
",TED2011
1048,"FBI, here I am!",Hasan Elahi,"https://www.ted.com/talks/hasan_elahi
",TEDGlobal 2011
1049,"Trust, morality -- and oxytocin?",Paul Zak,"https://www.ted.com/talks/paul_zak_trust_morality_and_oxytocin
",TEDGlobal 2011
1050,A plane you can drive,Anna Mracek Dietrich,"https://www.ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive
",TEDGlobal 2011
1051,The real reason for brains,Daniel Wolpert,"https://www.ted.com/talks/daniel_wolpert_the_real_reason_for_brains
",TEDGlobal 2011
1052,"Augmented reality, techno-magic",Marco Tempest,"https://www.ted.com/talks/marco_tempest_the_augmented_reality_of_techno_magic
",TEDGlobal 2011
1053,How mobile phones helped solve two murders,Paul Lewis,"https://www.ted.com/talks/paul_lewis_crowdsourcing_the_news
",TEDxThessaloniki
1054,The right to understand,Sandra Fisher-Martins,"https://www.ted.com/talks/sandra_fisher_martins_the_right_to_understand
",TEDxO'Porto
1055,The line between life and not-life,Martin Hanczyc,"https://www.ted.com/talks/martin_hanczyc_the_line_between_life_and_not_life
",TEDSalon London Spring 2011
1056,High-tech art (with a sense of humor),Aparna Rao,"https://www.ted.com/talks/aparna_rao_high_tech_art_with_a_sense_of_humor
",TEDGlobal 2011
1057,Ancient wonders captured in 3D,Ben Kacyra,"https://www.ted.com/talks/ben_kacyra_ancient_wonders_captured_in_3d
",TEDGlobal 2011
1058,A map of the brain,Allan Jones,"https://www.ted.com/talks/allan_jones_a_map_of_the_brain
",TEDGlobal 2011
1059,The shared experience of absurdity,Charlie Todd,"https://www.ted.com/talks/charlie_todd_the_shared_experience_of_absurdity
",TEDxBloomington
1060,6 ways to save the internet,Roger McNamee,"https://www.ted.com/talks/roger_mcnamee_six_ways_to_save_the_internet
",TEDxSantaCruz
